#,admin4Pcode,admin4Name_eng,admin4Name_ukr,admin4ClassType,admin4PoliticalType,admin3Pcode,admin3Name_eng,admin3Name_ukr,admin3Name_rus,admin3PoliticalType,admin2Pcode,admin2Name_eng,admin2Name_ukr,admin2Name_rus,admin2ClassType,admin2PoliticalType,admin1Pcode,admin1Name_eng,admin1Name_ukr,admin1Name_rus,admin1ClassType,Population,Population_source,X Longitude,Y Latitude,IDP location Cluster,IDP estimation
17236,UA2102009006,Nove Selo,Нове Село,сільські населені пункти (СНП),,UA2102009,Vylotska,Вилоцька,Вилокская,селищна ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1865,Census 2001,22.88799662,48.11865459,1,1865
17392,UA5114013033,Novi Chobruchi,Нові Чобручі,сільські населені пункти (СНП),,UA5114013,Rozdilnianska,Роздільнянська,Раздельнянская,міська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,883,Census 2001,30.07238282,46.86660148,1,883
17584,UA7304013001,Novodnistrovsk,Новодністровськ,міста,"місто обласного значення, центр міської ОТГ",UA7304013,Novodnistrovska,Новодністровська,Новоднестровская,міська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,10776,Census 2001,27.43143277,48.58775234,1,10776
17657,UA7306003006,Novoivankivtsi,Новоіванківці,сільські населені пункти (СНП),,UA7306003,Vanchykovetska,Ванчиковецька,Ванчиковецкая,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,980,Census 2001,26.4849615,48.22286069,1,980
17701,UA5114015012,Novokrasne,Новокрасне,сільські населені пункти (СНП),,UA5114015,Stepanivska,Степанівська,Степановская,сільська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,457,Census 2001,29.97387639,46.79299533,1,457
17884,UA7304017017,Novooleksiivka,Новоолексіївка,сільські населені пункти (СНП),,UA7304017,Sokyrianska,Сокирянська,Сокирянская,міська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,414,Census 2001,27.2348155,48.39228253,1,414
18034,UA2110007006,Novoselytsia,Новоселиця,сільські населені пункти (СНП),,UA2110007,Dubrynytska-Malobereznianska,Дубриницько-Малоберезнянс,Дубриничско-Малоберезнянс,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,492,Census 2001,22.42050896,48.79262843,1,492
18049,UA7304003022,Novoselytsia,Новоселиця,сільські населені пункти (СНП),,UA7304003,Kelmenetska,Кельменецька,Кельменецкая,селищна ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,2520,Census 2001,26.98287627,48.43324239,1,2520
18176,UA0702001006,Novosilky,Новосілки,сільські населені пункти (СНП),,UA0702001,Volodymyr-Volynska,Володимир-Волинська,Владимир-Волынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,562,Census 2001,24.24727618,50.81678154,1,562
18200,UA5108007006,Novosilske,Новосільське,сільські населені пункти (СНП),,UA5108007,Reniiska,Ренійська,Ренийская,міська ОТГ,UA5108,Izmailskyi,Ізмаїльський,Измаильский,район,,UA51,Odeska,Одеська,Одесская,область,3572,Census 2001,28.57400413,45.33536533,1,3572
18275,UA0706033011,Novouhruzke,Новоугрузьке,сільські населені пункти (СНП),,UA0706033,Rivnenska,Рівненська,Ровенская,сільська ОТГ,UA0706,Kovelskyi,Ковельський,Ковельский,район,,UA07,Volynska,Волинська,Волынская,область,194,Census 2001,23.67461231,51.3200435,1,194
17479,UA0702013001,Novovolynsk,Нововолинськ,міста,"місто обласного значення, центр міської ОТГ",UA0702013,Novovolynska,Нововолинська,Нововолынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,53199,Census 2001,24.16547027,50.73048974,1,53199
17260,UA7306015004,Novyi Vovchynets,Новий Вовчинець,сільські населені пункти (СНП),,UA7306015,Hlybotska,Глибоцька,Глыбокская,селищна ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,330,Census 2001,25.997454,47.99315506,1,330
17337,UA0702021013,Novyny,Новини,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,111,Census 2001,24.06083608,50.9789593,1,111
17339,UA4614011049,Novyny,Новини,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,656,Census 2001,23.37276834,49.99545051,1,656
16969,UA4612011029,Nynovychi,Ниновичі,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,112,Census 2001,24.13617985,50.54092149,1,112
16977,UA0508007031,Nyshivtsi,Нишівці,сільські населені пункти (СНП),,UA0508007,Murovanokurylovetska,Мурованокуриловецька,Мурованокуриловецкая,селищна ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,473,Census 2001,27.53544475,48.588627,1,473
16840,UA4606039033,Nyvy,Ниви,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,207,Census 2001,23.57201809,50.21807591,1,207
16850,UA4608005002,Nyzhankovychi,Нижанковичі,селища міського типу (СМТ),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,1841,Census 2001,22.80580399,49.67459959,1,1841
16872,UA2102005005,Nyzhni Remety,Нижні Ремети,сільські населені пункти (СНП),,UA2102005,Velykoberezka,Великоберезька,Великобережская,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,865,Census 2001,22.8233826,48.2571641,1,865
16874,UA7306055005,Nyzhni Synivtsi,Нижні Синівці,сільські населені пункти (СНП),,UA7306055,Tereblechenska,Тереблеченська,Тереблеченская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,984,Census 2001,26.1290621,48.00911568,1,984
16907,UA2108011005,Nyzhnia Apsha,Нижня Апша,сільські населені пункти (СНП),,UA2108011,Solotvynska,Солотвинська,Солотвинская,селищна ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,7252,Census 2001,23.83845773,48.0054832,1,7252
16949,UA0702013006,Nyzkynychi,Низкиничі,сільські населені пункти (СНП),,UA0702013,Novovolynska,Нововолинська,Нововолынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,731,Census 2001,24.18275052,50.73299994,1,731
18505,UA0508005025,Odaia,Одая,сільські населені пункти (СНП),,UA0508005,Mohyliv-Podilska,Могилів-Подільська,Могилев-Подольская,міська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,83,Census 2001,27.85171413,48.4178497,1,83
18511,UA5110027001,Odesa,Одеса,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA5110027,Odeska,Одеська,Одесская,міська ОТГ,UA5110,Odeskyi,Одеський,Одесский,район,,UA51,Odeska,Одеська,Одесская,область,1014850,Census 2001,30.71186609,46.47260477,3,6089
18627,UA2102019009,Okli,Оклі,сільські населені пункти (СНП),,UA2102019,Pyiterfolvivska,Пийтерфолвівська,Паятерфолвовский,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,366,Census 2001,23.01766897,48.00178266,1,366
18628,UA2102019010,Okli Hed,Оклі Гедь,сільські населені пункти (СНП),,UA2102019,Pyiterfolvivska,Пийтерфолвівська,Паятерфолвовский,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,611,Census 2001,23.07633773,48.01702773,1,611
18636,UA5106003005,Oksamytne,Оксамитне,сільські населені пункти (СНП),,UA5106003,Bolhradska,Болградська,Болградская,міська ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,941,Census 2001,28.6268254,45.63670787,1,941
18639,UA0702005016,Oktavyn,Октавин,сільські населені пункти (СНП),,UA0702005,Zymnivska,Зимнівська,Зимневская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,4,Census 2001,24.26927821,50.75716626,1,4
18837,UA5106005025,Oleksiivka,Олексіївка,сільські населені пункти (СНП),,UA5106005,Borodinska,Бородінська,Бородинская,селищна ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,90,Census 2001,29.08415896,46.44107206,1,90
18913,UA2102011008,Oleshnyk,Олешник,сільські населені пункти (СНП),,UA2102011,Vynohradivska,Виноградівська,Виноградовская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,4696,Census 2001,22.96311056,48.16642152,1,4696
19014,UA2110011001,Onokivtsi,Оноківці,сільські населені пункти (СНП),центр сільської ОТГ,UA2110011,Onokivska,Оноківська,Оноковская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2237,Census 2001,22.3403814,48.6533969,1,2237
19027,UA4612011031,Opilsko,Опільсько,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,623,Census 2001,24.21274192,50.49578231,1,623
19037,UA7306015005,Oprysheny,Опришени,сільські населені пункти (СНП),,UA7306015,Hlybotska,Глибоцька,Глыбокская,селищна ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,2408,Census 2001,26.03728325,48.06118995,1,2408
19044,UA0702001007,Orani,Орані,сільські населені пункти (СНП),,UA0702001,Volodymyr-Volynska,Володимир-Волинська,Владимир-Волынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,23,Census 2001,24.21251794,50.77405793,1,23
19097,UA2110011005,Orikhovytsia,Оріховиця,сільські населені пункти (СНП),,UA2110011,Onokivska,Оноківська,Оноковская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,604,Census 2001,22.39995989,48.65385298,1,604
19120,UA5108007007,Orlivka,Орлівка,сільські населені пункти (СНП),,UA5108007,Reniiska,Ренійська,Ренийская,міська ОТГ,UA5108,Izmailskyi,Ізмаїльський,Измаильский,район,,UA51,Odeska,Одеська,Одесская,область,3047,Census 2001,28.44844404,45.3212355,1,3047
19145,UA2102003014,Orosiievo,Оросієво,сільські населені пункти (СНП),,UA2102003,Berehivska,Берегівська,Береговская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,895,Census 2001,22.8180231,48.16248676,1,895
19159,UA7304007006,Oselivka,Оселівка,сільські населені пункти (СНП),,UA7304007,Livynetska,Лівинецька,Левинецкая,сільська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,985,Census 2001,26.61709074,48.44158223,1,985
19208,UA0702019014,Osmylovychi,Осмиловичі,сільські населені пункти (СНП),,UA0702019,Poromivska,Поромівська,Поромовская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,397,Census 2001,24.14768653,50.68782544,1,397
18550,UA0508005010,Ozaryntsi,Озаринці,сільські населені пункти (СНП),,UA0508005,Mohyliv-Podilska,Могилів-Подільська,Могилев-Подольская,міська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,1982,Census 2001,27.80669095,48.54002754,1,1982
18541,UA7304017018,Ozheve,Ожеве,сільські населені пункти (СНП),,UA7304017,Sokyrianska,Сокирянська,Сокирянская,міська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1118,Census 2001,27.4633479,48.55817966,1,1118
19487,UA2110019007,Palad-Komarivtsi,Паладь-Комарівці,сільські населені пункти (СНП),,UA2110019,Siurtivska,Сюртівська,Сюртивская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,834,Census 2001,22.17698887,48.52423897,1,834
19504,UA2110019008,Pallo,Палло,сільські населені пункти (СНП),,UA2110019,Siurtivska,Сюртівська,Сюртивская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,422,Census 2001,22.17036832,48.56823506,1,422
19623,UA0702021014,Parkhomenkove,Пархоменкове,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,60,Census 2001,24.11548421,50.89268326,1,60
19655,UA2110007007,Pastilky,Пастілки,сільські населені пункти (СНП),,UA2110007,Dubrynytska-Malobereznianska,Дубриницько-Малоберезнянс,Дубриничско-Малоберезнянс,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,295,Census 2001,22.49474183,48.82728221,1,295
19676,UA4608005024,Patskovychi,Пацьковичі,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,159,Census 2001,22.82912054,49.67925018,1,159
19418,UA5114015013,Pavlivka,Павлівка,сільські населені пункти (СНП),,UA5114015,Stepanivska,Степанівська,Степановская,сільська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,738,Census 2001,29.98868419,46.75752259,1,738
19459,UA1212007001,Pavlohrad,Павлоград,міста,"центр району, місто обласного значення, центр міської ОТГ",UA1212007,Pavlohradska,Павлоградська,Павлоградская,міська ОТГ,UA1212,Pavlohradskyi,Павлоградський,Павлоградский,район,,UA12,Dnipropetrovska,Дніпропетровська,Днепропетровская,область,110070,Census 2001,35.87870451,48.53407752,3,660
19481,UA4614011052,Pazyniaky,Пазиняки,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,158,Census 2001,23.37330865,50.03523483,1,158
19927,UA2110013001,Perechyn,Перечин,міста,"місто районного значення, центр міської ОТГ",UA2110013,Perechynska,Перечинська,Перечинская,міська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,6716,Census 2001,22.46954125,48.73727622,1,6716
19800,UA4614011053,Peredviria,Передвір'я,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,232,Census 2001,23.19839964,49.95975669,1,232
19926,UA2102009007,Perekhrestia,Перехрестя,сільські населені пункти (СНП),,UA2102009,Vylotska,Вилоцька,Вилокская,селищна ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,927,Census 2001,22.83641869,48.13908754,1,927
19843,UA4612001018,Peremyslovychi,Перемисловичі,сільські населені пункти (СНП),,UA4612001,Belzka,Белзька,Белзская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,534,Census 2001,24.02777591,50.42913965,1,534
19936,UA7304003023,Perkivtsi,Перківці,сільські населені пункти (СНП),,UA7304003,Kelmenetska,Кельменецька,Кельменецкая,селищна ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1392,Census 2001,26.65046167,48.44807717,1,1392
20233,UA2108011006,Peshchera,Пещера,сільські населені пункти (СНП),,UA2108011,Solotvynska,Солотвинська,Солотвинская,селищна ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,104,Census 2001,23.84887751,48.07801079,1,104
20034,UA7306013009,Petrashivka,Петрашівка,сільські населені пункти (СНП),,UA7306013,Hertsaivska,Герцаївська,Герцаевская,міська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,2002,Census 2001,26.0997755,48.10407566,1,2002
20060,UA0508005012,Petrivka,Петрівка,сільські населені пункти (СНП),,UA0508005,Mohyliv-Podilska,Могилів-Подільська,Могилев-Подольская,міська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,135,Census 2001,27.9506045,48.5101632,1,135
20071,UA2110027003,Petrivka,Петрівка,сільські населені пункти (СНП),,UA2110027,Chopska,Чопська,Чопская,міська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,415,Census 2001,22.31362032,48.39892008,1,415
20089,UA5104023012,Petrivka,Петрівка,сільські населені пункти (СНП),,UA5104023,Starokozatska,Старокозацька,Староказацкая,сільська ОТГ,UA5104,Bilhorod-Dnistrovskyi,Білгород-Дністровський,Белгород-Днестровский,район,,UA51,Odeska,Одеська,Одесская,область,1031,Census 2001,29.947739,46.31325507,1,1031
20130,UA5106017011,Petrivsk,Петрівськ,сільські населені пункти (СНП),,UA5106017,Tarutynska,Тарутинська,Тарутинская,селищна ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,1028,Census 2001,28.97260686,46.44597436,1,1028
20150,UA0702019015,Petrove,Петрове,сільські населені пункти (СНП),,UA0702019,Poromivska,Поромівська,Поромовская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,238,Census 2001,24.04863176,50.75883024,1,238
20209,UA2108009005,Petrushiv,Петрушів,сільські населені пункти (СНП),,UA2108009,Neresnytska,Нересницька,Нересницкая,сільська ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2687,Census 2001,23.7588351,48.07102657,1,2687
20052,UA7306051004,Petrychanka,Петричанка,сільські населені пункти (СНП),,UA7306051,Suchevenska,Сучевенська,Сучевенская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,641,Census 2001,25.88375971,48.05325508,1,641
20020,UA4614003039,Petyky,Петики,сільські населені пункти (СНП),,UA4614003,Mostyska,Мостиська,Мостисская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,10,Census 2001,23.15399676,49.88167059,1,10
21900,UA4608005029,Piatnytsia,П'ятниця,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,710,Census 2001,22.81881165,49.56037893,1,710
21877,UA0702021016,Piatydni,П'ятидні,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,841,Census 2001,24.21814569,50.85632735,1,841
20478,UA4612001019,Piddubne,Піддубне,сільські населені пункти (СНП),,UA4612001,Belzka,Белзька,Белзская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,205,Census 2001,23.71535503,50.35241312,1,205
20423,UA4614003041,Pidhat,Підгать,сільські населені пункти (СНП),,UA4614003,Mostyska,Мостиська,Мостисская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,588,Census 2001,23.1738723,49.82830733,1,588
20436,UA5104023014,Pidhirne,Підгірне,сільські населені пункти (СНП),,UA5104023,Starokozatska,Старокозацька,Староказацкая,сільська ОТГ,UA5104,Bilhorod-Dnistrovskyi,Білгород-Дністровський,Белгород-Днестровский,район,,UA51,Odeska,Одеська,Одесская,область,632,Census 2001,30.0207514,46.25964124,1,632
20437,UA5106005028,Pidhirne,Підгірне,сільські населені пункти (СНП),,UA5106005,Borodinska,Бородінська,Бородинская,селищна ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,168,Census 2001,29.13016359,46.44125428,1,168
20438,UA5106017012,Pidhirne,Підгірне,сільські населені пункти (СНП),,UA5106017,Tarutynska,Тарутинська,Тарутинская,селищна ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,1773,Census 2001,29.05528675,46.24178955,1,1773
20459,UA2110001007,Pidhorb,Підгорб,сільські населені пункти (СНП),,UA2110001,Baranynska,Баранинська,Баранинская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,406,Census 2001,22.36210514,48.55013327,1,406
20506,UA0508003015,Pidlisne,Підлісне,сільські населені пункти (СНП),,UA0508003,Vendychanska,Вендичанська,Вендичанская,селищна ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,66,Census 2001,27.77286092,48.58311744,1,66
20526,UA0706033012,Pidlissia,Підлісся,сільські населені пункти (СНП),,UA0706033,Rivnenska,Рівненська,Ровенская,сільська ОТГ,UA0706,Kovelskyi,Ковельський,Ковельский,район,,UA07,Volynska,Волинська,Волынская,область,120,Census 2001,23.69856226,51.31074219,1,120
20530,UA4606011033,Pidlissia,Підлісся,сільські населені пункти (СНП),,UA4606011,Dobrosynsko-Maherivska,Добросинсько-Магерівська,Добросинско-Магеровская,селищна ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,451,Census 2001,23.72267813,50.14430017,1,451
20389,UA7306013010,Pidvalne,Підвальне,сільські населені пункти (СНП),,UA7306013,Hertsaivska,Герцаївська,Герцаевская,міська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,730,Census 2001,26.14830405,48.13444652,1,730
20394,UA2102011010,Pidvynohradiv,Підвиноградів,сільські населені пункти (СНП),,UA2102011,Vynohradivska,Виноградівська,Виноградовская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,4368,Census 2001,22.9711642,48.13740686,1,4368
20653,UA4612011035,Pisochne,Пісочне,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,150,Census 2001,24.1361537,50.62335959,1,150
20645,UA4614011054,Pisotskyi,Пісоцький,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,160,Census 2001,23.39216823,50.02548426,1,160
20365,UA5104023013,Pivdenne,Південне,сільські населені пункти (СНП),,UA5104023,Starokozatska,Старокозацька,Староказацкая,сільська ОТГ,UA5104,Bilhorod-Dnistrovskyi,Білгород-Дністровський,Белгород-Днестровский,район,,UA51,Odeska,Одеська,Одесская,область,372,Census 2001,30.1438435,46.26668979,1,372
20725,UA5106005029,Plachynda,Плачинда,сільські населені пункти (СНП),,UA5106005,Borodinska,Бородінська,Бородинская,селищна ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,70,Census 2001,29.08524334,46.47291033,1,70
20726,UA2106003007,Plaiuts,Плаюць,сільські населені пункти (СНП),,UA2106003,Velykobychkivska,Великобичківська,Великобычковская,селищна ОТГ,UA2106,Rakhivskyi,Рахівський,Раховский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,882,Census 2001,23.93939221,48.0185851,1,882
20706,UA5108007008,Plavni,Плавні,сільські населені пункти (СНП),,UA5108007,Reniiska,Ренійська,Ренийская,міська ОТГ,UA5108,Izmailskyi,Ізмаїльський,Измаильский,район,,UA51,Odeska,Одеська,Одесская,область,2039,Census 2001,28.58155306,45.40013704,1,2039
20743,UA4614009021,Pleshevychi,Плешевичі,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,197,Census 2001,22.94387179,49.74725926,1,197
20776,UA4608017015,Ploske,Плоске,сільські населені пункти (СНП),,UA4608017,Strilkivska,Стрілківська,Стрелковская,сільська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,205,Census 2001,22.80191715,49.34598836,1,205
20922,UA2108011007,Podishor,Подішор,сільські населені пункти (СНП),,UA2108011,Solotvynska,Солотвинська,Солотвинская,селищна ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1183,Census 2001,23.85721423,48.02373346,1,1183
20889,UA7304007007,Podvirivka,Подвір'ївка,сільські населені пункти (СНП),,UA7304007,Livynetska,Лівинецька,Левинецкая,сільська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,2304,Census 2001,26.79099088,48.31281281,1,2304
