#,admin4Pcode,admin4Name_eng,admin4Name_ukr,admin4ClassType,admin4PoliticalType,admin3Pcode,admin3Name_eng,admin3Name_ukr,admin3Name_rus,admin3PoliticalType,admin2Pcode,admin2Name_eng,admin2Name_ukr,admin2Name_rus,admin2ClassType,admin2PoliticalType,admin1Pcode,admin1Name_eng,admin1Name_ukr,admin1Name_rus,admin1ClassType,Population,Population_source,X Longitude,Y Latitude,IDP location Cluster,IDP estimation
25074,UA0702021021,Stenzharychi,Стенжаричі,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,484,Census 2001,24.11291321,50.93920621,1,484
25115,UA5114015001,Stepanivka,Степанівка,сільські населені пункти (СНП),центр сільської ОТГ,UA5114015,Stepanivska,Степанівська,Степановская,сільська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,1719,Census 2001,29.98636305,46.79232078,1,1719
25221,UA5114009006,Stepove,Степове,сільські населені пункти (СНП),,UA5114009,Lymanska,Лиманська,Лиманская,селищна ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,1507,Census 2001,30.070411,46.70396158,1,1507
25259,UA7306015007,Sterche,Стерче,сільські населені пункти (СНП),,UA7306015,Hlybotska,Глибоцька,Глыбокская,селищна ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1231,Census 2001,26.03357019,48.03004506,1,1231
25327,UA4608005033,Storonevychi,Стороневичі,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,202,Census 2001,22.90374502,49.69447097,1,202
25324,UA2110025008,Storozhnytsia,Сторожниця,сільські населені пункти (СНП),,UA2110025,Kholmkivska,Холмківська,Холмковская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2618,Census 2001,22.2351292,48.60349573,1,2618
25337,UA2104007003,Strabychovo,Страбичово,сільські населені пункти (СНП),,UA2104007,Horondivska,Горондівська,Горондовская,сільська ОТГ,UA2104,Mukachivskyi,Мукачівський,Мукачевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,3381,Census 2001,22.54837527,48.38985965,1,3381
25419,UA7304001003,Strumok,Струмок,сільські населені пункти (СНП),,UA7304001,Vashkovetska,Вашковецька,Вашковецкая,сільська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,297,Census 2001,27.15359948,48.47398609,1,297
25375,UA2110003008,Strychava,Стричава,сільські населені пункти (СНП),,UA2110003,Velykobereznianska,Великоберезнянська,Великоберезнянская,селищна ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,246,Census 2001,22.48196646,48.95989844,1,246
25366,UA4610023001,Stryi,Стрий,міста,"центр району, місто обласного значення, центр міської ОТГ",UA4610023,Stryiska,Стрийська,Стрыйская,міська ОТГ,UA4610,Stryiskyi,Стрийський,Стрыйский,район,,UA46,Lvivska,Львівська,Львовская,область,60126,Census 2001,23.85018693,49.25828675,2,15032
25368,UA2106003009,Strymba,Стримба,сільські населені пункти (СНП),,UA2106003,Velykobychkivska,Великобичківська,Великобычковская,селищна ОТГ,UA2106,Rakhivskyi,Рахівський,Раховский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1340,Census 2001,23.92259779,48.03784686,1,1340
25373,UA2110001009,Strypa,Стрипа,сільські населені пункти (СНП),,UA2110001,Baranynska,Баранинська,Баранинская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,469,Census 2001,22.39920868,48.62199781,1,469
25654,UA0702001008,Sukhodoly,Суходоли,сільські населені пункти (СНП),,UA0702001,Volodymyr-Volynska,Володимир-Волинська,Владимир-Волынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,964,Census 2001,24.22431575,50.78677401,1,964
25672,UA5106017015,Sukhuvate,Сухувате,сільські населені пункти (СНП),,UA5106017,Tarutynska,Тарутинська,Тарутинская,селищна ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,82,Census 2001,28.98531793,46.41613909,1,82
23388,UA2102001008,Svoboda,Свобода,сільські населені пункти (СНП),,UA2102001,Bativska,Батівська,Батьевская,селищна ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,854,Census 2001,22.36798948,48.35936863,1,854
23301,UA4614011065,Svydnytsia,Свидниця,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,517,Census 2001,23.19269702,49.9917578,1,517
23780,UA4606039042,Synkovychi,Синьковичі,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,602,Census 2001,23.709253,50.2438287,1,602
25709,UA5106003006,Tabaky,Табаки,сільські населені пункти (СНП),,UA5106003,Bolhradska,Болградська,Болградская,міська ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,2498,Census 2001,28.60823335,45.7238539,1,2498
25763,UA4614009024,Tamanovychi,Тамановичі,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,208,Census 2001,23.07336156,49.70521253,1,208
25880,UA7306053001,Tarashany,Тарашани,сільські населені пункти (СНП),,UA7306053,Tarashanska,Тарашанська,Тарашанская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,985,Census 2001,25.9972975,48.11850852,1,985
25797,UA0508003022,Tarasivka,Тарасівка,сільські населені пункти (СНП),,UA0508003,Vendychanska,Вендичанська,Вендичанская,селищна ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,340,Census 2001,27.77047544,48.61534658,1,340
25888,UA2110025009,Tarnivtsi,Тарнівці,сільські населені пункти (СНП),,UA2110025,Kholmkivska,Холмківська,Холмковская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,853,Census 2001,22.21451004,48.58391627,1,853
25898,UA5106017001,Tarutyne,Тарутине,селища міського типу (СМТ),центр селищної ОТГ,UA5106017,Tarutynska,Тарутинська,Тарутинская,селищна ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,6114,Census 2001,29.14885451,46.18801574,1,6114
25940,UA2102015007,Tekovo,Теково,сільські населені пункти (СНП),,UA2102015,Korolivska,Королівська,Королевская,селищна ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1546,Census 2001,23.09833514,48.12247387,1,1546
25951,UA4612011051,Teliazh,Теляж,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,811,Census 2001,24.26358905,50.52126425,1,811
25984,UA7306055001,Terebleche,Тереблече,сільські населені пункти (СНП),центр сільської ОТГ,UA7306055,Tereblechenska,Тереблеченська,Тереблеченская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,2883,Census 2001,26.06109971,48.02395222,1,2883
25996,UA0706005018,Terekhy,Терехи,сільські населені пункти (СНП),,UA0706005,Vyshnivska,Вишнівська,Вишневская,сільська ОТГ,UA0706,Kovelskyi,Ковельський,Ковельский,район,,UA07,Volynska,Волинська,Волынская,область,109,Census 2001,23.88690376,51.11730353,1,109
25995,UA2108013001,Teresva,Тересва,селища міського типу (СМТ),центр селищної ОТГ,UA2108013,Teresvianska,Тересвянська,Тересвянская,селищна ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,7594,Census 2001,23.69620594,48.00344365,1,7594
26018,UA4608021023,Terlo,Терло,сільські населені пункти (СНП),,UA4608021,Khyrivska,Хирівська,Хыровская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,926,Census 2001,22.76894059,49.47121503,1,926
26020,UA4608005034,Ternava,Тернава,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,638,Census 2001,22.80179541,49.55278678,1,638
26025,UA7306013011,Ternavka,Тернавка,сільські населені пункти (СНП),,UA7306013,Hertsaivska,Герцаївська,Герцаевская,міська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,2850,Census 2001,26.2219835,48.11912184,1,2850
26073,UA6104049001,Ternopil,Тернопіль,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA6104049,Ternopilska,Тернопільська,Тернопольская,міська ОТГ,UA6104,Ternopilskyi,Тернопільський,Тернопольский,район,,UA61,Ternopilska,Тернопільська,Тернопольская,область,217118,Census 2001,25.59810377,49.55539353,2,54280
26070,UA2108009009,Ternovo,Терново,сільські населені пункти (СНП),,UA2108009,Neresnytska,Нересницька,Нересницкая,сільська ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,4303,Census 2001,23.73760823,48.0688044,1,4303
26285,UA4614009026,Tolukovychi,Толуковичі,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,54,Census 2001,23.10232582,49.72094375,1,54
26358,UA2108011009,Topchyno,Топчино,сільські населені пункти (СНП),,UA2108011,Solotvynska,Солотвинська,Солотвинская,селищна ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2238,Census 2001,23.83701274,48.02289797,1,2238
26329,UA5106003007,Topolyne,Тополине,сільські населені пункти (СНП),,UA5106003,Bolhradska,Болградська,Болградская,міська ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,427,Census 2001,28.63219625,45.61955083,1,427
26494,UA5110043002,Troitske,Троїцьке,сільські населені пункти (СНП),,UA5110043,Yaskivska,Яськівська,Яськовская,сільська ОТГ,UA5110,Odeskyi,Одеський,Одесский,район,,UA51,Odeska,Одеська,Одесская,область,5178,Census 2001,30.01965537,46.54129334,1,5178
26508,UA2102011012,Trosnyk,Тросник,сільські населені пункти (СНП),,UA2102011,Vynohradivska,Виноградівська,Виноградовская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2222,Census 2001,22.9497447,48.10038885,1,2222
26533,UA0702021022,Trostianka,Тростянка,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,174,Census 2001,24.19108119,50.87584529,1,174
26578,UA5114015018,Trud-Kutok,Труд-Куток,сільські населені пункти (СНП),,UA5114015,Stepanivska,Степанівська,Степановская,сільська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,276,Census 2001,30.00876474,46.75368189,1,276
26622,UA4612011052,Trudoliubivka,Трудолюбівка,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,188,Census 2001,24.23321556,50.51788657,1,188
26639,UA4608005036,Trushevychi,Трушевичі,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,384,Census 2001,22.78624567,49.64108391,1,384
27705,UA4612001024,Tsebliv,Цеблів,сільські населені пункти (СНП),,UA4612001,Belzka,Белзька,Белзская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,312,Census 2001,24.05790573,50.42056865,1,312
26746,UA4614009027,Tshchenets,Тщенець,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,573,Census 2001,23.07871335,49.78849554,1,573
27763,UA4614011075,Tsipivky,Ціпівки,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,103,Census 2001,23.37834565,50.0217933,1,103
27743,UA2110001011,Tsyhanivtsi,Циганівці,сільські населені пункти (СНП),,UA2110001,Baranynska,Баранинська,Баранинская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,416,Census 2001,22.38861696,48.59210978,1,416
27747,UA4614009030,Tsykiv,Циків,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,341,Census 2001,22.88757136,49.72417967,1,341
26646,UA4612011053,Tudorkovychi,Тудорковичі,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,513,Census 2001,24.17384858,50.58090821,1,513
26727,UA7306053005,Turiatka,Турятка,сільські населені пункти (СНП),,UA7306053,Tarashanska,Тарашанська,Тарашанская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1908,Census 2001,26.14402512,48.04863849,1,1908
26695,UA0702021023,Turivka,Турівка,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,149,Census 2001,24.16463375,50.95372208,1,149
26115,UA2110019011,Tyihlash,Тийглаш,сільські населені пункти (СНП),,UA2110019,Siurtivska,Сюртівська,Сюртивская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,546,Census 2001,22.22787069,48.48563293,1,546
26179,UA4608015024,Tykha,Тиха,сільські населені пункти (СНП),,UA4608015,Starosambirska,Старосамбірська,Старосамборская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,223,Census 2001,22.78252866,49.40175271,1,223
26163,UA2110005004,Tysaahtelek,Тисаагтелек,сільські населені пункти (СНП),,UA2110005,Velykodobronska,Великодобронська,Великодобронская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,682,Census 2001,22.32770254,48.44544093,1,682
26164,UA2110027006,Tysaashvan,Тисаашвань,сільські населені пункти (СНП),,UA2110027,Chopska,Чопська,Чопская,міська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,852,Census 2001,22.2449128,48.41947591,1,852
26166,UA2110027007,Tysauifalu,Тисауйфалу,сільські населені пункти (СНП),,UA2110027,Chopska,Чопська,Чопская,міська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,277,Census 2001,22.27544148,48.41643806,1,277
26220,UA0702013007,Tyshkovychi,Тишковичі,сільські населені пункти (СНП),,UA0702013,Novovolynska,Нововолинська,Нововолынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,585,Census 2001,24.20319394,50.72136957,1,585
26221,UA4614009025,Tyshkovychi,Тишковичі,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,270,Census 2001,22.92572791,49.71543924,1,270
26170,UA2102019011,Tysobyken,Тисобикень,сільські населені пункти (СНП),,UA2102019,Pyiterfolvivska,Пийтерфолвівська,Паятерфолвовский,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2191,Census 2001,22.89557806,48.0702838,1,2191
26811,UA5110021005,Udobne,Удобне,сільські населені пункти (СНП),,UA5110021,Maiakivska,Маяківська,Маяковская,сільська ОТГ,UA5110,Odeskyi,Одеський,Одесский,район,,UA51,Odeska,Одеська,Одесская,область,1937,Census 2001,30.04478648,46.37995565,1,1937
26785,UA4612001002,Uhniv,Угнів,міста,місто районного значення,UA4612001,Belzka,Белзька,Белзская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,1007,Census 2001,23.74714528,50.36616854,1,1007
26793,UA4612011054,Uhryniv,Угринів,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,437,Census 2001,24.11232068,50.57681316,1,437
27003,UA0702021001,Ustyluh,Устилуг,міста,"місто районного значення, центр міської ОТГ",UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,2205,Census 2001,24.15575595,50.86205172,1,2205
26816,UA2110023001,Uzhhorod,Ужгород,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA2110023,Uzhhorodska,Ужгородська,Ужгородская,міська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,116349,Census 2001,22.28308473,48.62164488,1,116349
2696,UA4614011008,Vakhuly,Вахули,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,97,Census 2001,23.37203541,50.01607485,1,97
2504,UA7306011002,Valia Kuzmyna,Валя Кузьмина,сільські населені пункти (СНП),,UA7306011,Volokivska,Волоківська,Волоковская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1864,Census 2001,25.98857263,48.18707149,1,1864
2511,UA7306003001,Vanchykivtsi,Ванчиківці,сільські населені пункти (СНП),центр сільської ОТГ,UA7306003,Vanchykovetska,Ванчиковецька,Ванчиковецкая,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,2648,Census 2001,26.442543,48.21291489,1,2648
2562,UA4612011007,Variazh,Варяж,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,879,Census 2001,24.09120578,50.51587264,1,879
2552,UA2102003006,Vary,Вари,сільські населені пункти (СНП),,UA2102003,Berehivska,Берегівська,Береговская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,3147,Census 2001,22.71047066,48.1224078,1,3147
2701,UA7304001001,Vashkivtsi,Вашківці,сільські населені пункти (СНП),центр сільської ОТГ,UA7304001,Vashkovetska,Вашковецька,Вашковецкая,сільська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,3662,Census 2001,27.12883801,48.40933838,1,3662
2636,UA7304017004,Vasylivka,Василівка,сільські населені пункти (СНП),,UA7304017,Sokyrianska,Сокирянська,Сокирянская,міська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1372,Census 2001,27.47157,48.52181867,1,1372
3072,UA5114013014,Velizarove,Велізарове,сільські населені пункти (СНП),,UA5114013,Rozdilnianska,Роздільнянська,Раздельнянская,міська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,176,Census 2001,30.073698,46.88128311,1,176
2726,UA2102003007,Velyka Bakta,Велика Бакта,сільські населені пункти (СНП),,UA2102003,Berehivska,Берегівська,Береговская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1047,Census 2001,22.66298252,48.1615312,1,1047
2740,UA7306043003,Velyka Buda,Велика Буда,сільські населені пункти (СНП),,UA7306043,Ostrytska,Острицька,Острицкая,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1291,Census 2001,26.09190039,48.15052159,1,1291
2733,UA2102007001,Velyka Byihan,Велика Бийгань,сільські населені пункти (СНП),центр сільської ОТГ,UA2102007,Velykobyihanska,Великобийганська,Великобыйганская,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1893,Census 2001,22.57125733,48.24852819,1,1893
2771,UA2110005001,Velyka Dobron,Велика Добронь,сільські населені пункти (СНП),центр сільської ОТГ,UA2110005,Velykodobronska,Великодобронська,Великодобронская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,5687,Census 2001,22.38933032,48.42291891,1,5687
2819,UA2102019003,Velyka Palad,Велика Паладь,сільські населені пункти (СНП),,UA2102019,Pyiterfolvivska,Пийтерфолвівська,Паятерфолвовский,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1824,Census 2001,22.88420107,48.00353578,1,1824
2845,UA4608021004,Velyka Sushytsia,Велика Сушиця,сільські населені пункти (СНП),,UA4608021,Khyrivska,Хирівська,Хыровская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,1276,Census 2001,22.84497655,49.49207569,1,1276
2867,UA4608005007,Velyke,Велике,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,159,Census 2001,22.7376542,49.5467882,1,159
2960,UA2102005001,Velyki Berehy,Великі Береги,сільські населені пункти (СНП),центр сільської ОТГ,UA2102005,Velykoberezka,Великоберезька,Великобережская,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2545,Census 2001,22.74732179,48.23225764,1,2545
2982,UA4606039005,Velyki Dolyny,Великі Долини,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,181,Census 2001,23.51274039,50.19702809,1,181
2973,UA2110019003,Velyki Heivtsi,Великі Геївці,сільські населені пункти (СНП),,UA2110019,Siurtivska,Сюртівська,Сюртивская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1062,Census 2001,22.33266543,48.5097078,1,1062
2991,UA2102011005,Velyki Komiaty,Великі Ком'яти,сільські населені пункти (СНП),,UA2102011,Vynohradivska,Виноградівська,Виноградовская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,6772,Census 2001,22.97457613,48.23633459,1,6772
2999,UA2110001003,Velyki Lazy,Великі Лази,сільські населені пункти (СНП),,UA2110001,Baranynska,Баранинська,Баранинская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1426,Census 2001,22.38844924,48.55978285,1,1426
3005,UA4614011009,Velyki Makary,Великі Макари,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,206,Census 2001,23.3970794,50.15041833,1,206
3015,UA4614009008,Velyki Novosilky,Великі Новосілки,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,256,Census 2001,22.97631889,49.75542379,1,256
3060,UA4608015006,Velykosillia,Великосілля,сільські населені пункти (СНП),,UA4608015,Starosambirska,Старосамбірська,Старосамборская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,331,Census 2001,22.83096214,49.39521492,1,331
2886,UA2110003001,Velykyi Bereznyi,Великий Березний,селища міського типу (СМТ),центр селищної ОТГ,UA2110003,Velykobereznianska,Великоберезнянська,Великоберезнянская,селищна ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,7207,Census 2001,22.45678689,48.89423747,1,7207
2887,UA2106003001,Velykyi Bychkiv,Великий Бичків,селища міського типу (СМТ),центр селищної ОТГ,UA2106003,Velykobychkivska,Великобичківська,Великобычковская,селищна ОТГ,UA2106,Rakhivskyi,Рахівський,Раховский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,9380,Census 2001,24.01119554,47.97592267,1,9380
